YORF	NAME	PROCESS	FUNCTION	MICROARRAY_CLASSIFICATION	TRADITIONAL_CLASSIFICATION	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18
YBR110W	ALG1	protein_glycosylation_	molecular_function_unknown_	None	None	-0.01247	-0.01144	-0.00339	-0.00254	0.01029	-0.00785	-0.00866	-0.017	-0.0052	0.00264	0.00163	0.0017	0.01145	0.00878	-0.00402	0.00125	0.00981	-0.0091
YBR111C	YSA1	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01183	-0.00879	-0.00181	-0.02122	-0.00421	0.01086	0.00361	0.0004	-0.00307	0.01205	-0.02009	-0.00509	0.00951	0.0258	0.00253	-0.00662	0.00001	0.00996
YBR112C	CYC8	transcription_	molecular_function_unknown_	None	None	-0.0039	-0.02729	0.02048	0.04913	0.01591	0.02561	0.00659	-0.05287	-0.00474	0.01635	0.01588	-0.02476	-0.00312	-0.0112	0.00515	-0.00234	-0.02227	-0.01513
YBR113W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00085	-0.00742	0.0119	0.00548	-0.03844	0.00385	-0.00298	-0.03034	-0.0203	-0.00325	-0.00815	-0.0441	0.00986	0.008	-0.00288	0.00939	-0.02827	-0.04943
YBR115C	LYS2	amino_acid_biosynthesis_	aminoadipate-semialdehyde_dehydrogenase_	None	None	-0.01061	-0.00968	-0.00435	-0.02626	0.00038	0.01	0.01436	0.00091	-0.01314	0.01547	0.00852	-0.02723	0.00215	0.01315	-0.02317	-0.02248	-0.00251	-0.00071
YBR121C	GRS1	biological_process_unknown_	glycine--tRNA_ligase_	None	None	-0.00113	-0.00037	0.0128	0.00235	-0.00188	-0.01183	0.00409	-0.02966	-0.00679	-0.01348	0.00877	-0.04221	-0.00076	0.01448	-0.00513	0.00467	-0.01154	-0.06077
YBR127C	VMA2	vacuolar_acidification_	hydrogen-transporting_two-sector_ATPase_	None	None	-0.01129	-0.00832	0.00781	-0.0163	-0.01026	-0.00251	0.01232	-0.00796	0.00186	0.00651	0.00869	-0.00467	-0.01016	0.00568	-0.01006	0.01669	-0.0064	-0.00438
YBR130C	SHE3	"mRNA_localization,_intracellular_"	mRNA_binding_	None	None	-0.012	-0.01233	-0.01426	-0.00754	-0.0125	0.00147	-0.00088	-0.004	0.00226	0.01211	0.00458	-0.01872	-0.00898	0.02011	-0.00964	0.00409	-0.00493	-0.00213
YBR133C	HSL7	bud_growth*_	protein_kinase_inhibitor_	S/G2	None	-0.01068	-0.0091	0.00538	-0.01879	-0.00682	0.00156	0.01616	-0.00646	-0.00076	0.00474	0.02118	-0.00964	0.007	0.00672	-0.01472	-0.00524	-0.00243	-0.0003
YBR135W	CKS1	cell_cycle_control_	molecular_function_unknown_	None	None	-0.01026	-0.009	0.00272	-0.01817	-0.01732	-0.00103	0.01335	0.01048	0.01877	-0.00092	0.01225	-0.00825	0.00574	0.00703	-0.00691	0.00359	0.00268	0.00261
YBR139W	None	biological_process_unknown_	molecular_function_unknown_	G2/M	None	-0.00369	-0.00794	-0.00267	0.0133	0.01119	-0.00701	-0.00965	-0.00167	-0.0104	0.00666	-0.00418	-0.01812	0.00325	0.03071	-0.00983	0.01044	0.00563	-0.04582
YBR141C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.0038	-0.00588	0.02116	-0.00058	-0.00097	-0.00294	0.01992	-0.00947	-0.00746	0.00373	-0.00368	0.01757	0.00793	-0.005	0.01916	0.00918	-0.03039	-0.03434
YBR143C	SUP45	protein_synthesis_termination_	"translation_release_factor,_codon_specific_"	None	None	-0.00354	-0.00411	0.01154	0.00244	0.00251	-0.01943	0.03068	-0.04033	0.0015	-0.00331	-0.00868	0.02726	-0.01269	0.01254	0.01378	0.02111	-0.03471	-0.04985
YBR149W	ARA1	biological_process_unknown_	molecular_function_unknown_	None	None	-0.0131	-0.0042	0.01839	-0.0267	-0.02075	0.00729	-0.01127	0.01089	0.02735	0.03598	0.01385	0.01418	0.01598	-0.0068	-0.0172	0.00067	0.00625	-0.00471
YBR151W	APD1	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01233	-0.0074	0.00769	-0.01658	-0.00919	-0.00135	0.01052	0.00435	0.00036	0.03105	0.0301	0.0066	-0.00085	0.00117	-0.01304	-0.00061	0.00584	-0.00775
YBR159W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01327	-0.01318	0.00047	-0.02033	-0.02388	0.0026	0.0133	0.02357	0.00915	0.00992	0.01288	0.01965	0.01471	-0.01839	-0.00473	0.00415	0.00756	0.01402
YBR162C	TOS1	biological_process_unknown_	molecular_function_unknown_	None	None	-0.0115	-0.00764	0.00859	-0.00823	0.00525	0.00078	0.00022	-0.04315	-0.02402	-0.00776	0.01568	0.00769	-0.00748	0.00524	0.01008	-0.00865	-0.03563	-0.01448
YBR162W-A	YSY6	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00655	-0.00875	0.00844	-0.00283	-0.01643	-0.00957	0.00414	-0.01346	-0.00401	-0.00597	-0.01009	-0.03403	0.00471	0.00987	0.00299	-0.02371	-0.00309	-0.02345
YBR163W	DEM1	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01156	-0.01057	0.00469	0.00849	0.01404	-0.01438	-0.02364	-0.03339	-0.00731	-0.01065	-0.00053	0.00529	0.00228	0.00067	-0.00775	-0.01339	-0.02094	-0.01779
YBR164C	ARL1	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00938	-0.00792	0.00178	-0.0018	0.00242	-0.00773	-0.00651	-0.00447	-0.00964	-0.00795	-0.01979	-0.02241	-0.00937	0.0255	-0.01099	-0.01579	0.00746	-0.01759
YBR166C	TYR1	biological_process_unknown_	prephenate_dehydrogenase_(NADP+)_	None	None	-0.00907	-0.0057	-0.00237	-0.00178	-0.01208	-0.00039	0.00438	-0.0105	-0.00033	0.00784	0.00416	-0.02385	-0.00637	-0.0021	-0.02585	-0.00346	-0.01544	-0.02534
YBR167C	POP7	rRNA_processing*_	ribonuclease_MRP*_	None	None	-0.01714	-0.01597	0.00931	0.01068	-0.0212	-0.00917	-0.02081	-0.0194	-0.00609	-0.02581	-0.05248	0.02119	-0.00306	-0.0064	-0.0145	0.00195	-0.03204	0.01063
YBR169C	SSE2	protein_folding_	heat_shock_protein_	None	None	-0.00499	-0.01082	0.0239	0.00353	0.02148	-0.00938	0.02385	-0.01627	-0.01209	0.02734	-0.01947	-0.00611	0.02064	0.0078	0.03015	0.03747	-0.03197	-0.03836
YBR171W	SEC66	"SRP-dependent,_co-translational_membrane_targeting,_translocation*_"	signal_recognition_particle_receptor_	None	None	-0.01268	-0.00946	-0.01133	-0.01712	0.00009	0.00435	-0.00042	-0.0039	-0.00071	-0.00337	-0.01053	0.00078	0.00543	0.00871	-0.00644	-0.00955	0.00511	0.0088
YBR173C	UMP1	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01023	-0.00812	-0.00832	-0.00644	-0.00328	0.00751	-0.00884	0.00828	-0.00348	-0.00317	-0.00284	0.00034	-0.00911	0.01676	0.00106	0.00217	0.00113	0.00014
YBR177C	EHT1	lipid_metabolism_	molecular_function_unknown_	None	None	-0.00276	-0.01255	-0.00338	0.01355	-0.01942	0.01121	-0.00068	0.00327	-0.04632	-0.00621	-0.10041	-0.04257	0.06091	0.03869	0.07089	-0.05499	-0.00955	0.01983
YBR181C	RPS6B	protein_biosynthesis_	structural_protein_of_ribosome_	None	None	-0.01359	-0.00654	-0.00183	-0.00738	0.0128	-0.00246	-0.01317	-0.00142	-0.00275	-0.01145	0.01228	0.01958	-0.00096	0.02869	0.00553	-0.02189	-0.00696	-0.00514
YBR187W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01144	-0.01367	0.00159	-0.00029	-0.00235	-0.0124	-0.00379	-0.03936	-0.00214	-0.00162	0.00746	-0.00277	0.00269	0.00516	-0.00303	-0.00042	0.00428	-0.00194
YBR189W	RPS9B	protein_biosynthesis*_	structural_protein_of_ribosome_	None	None	-0.01225	-0.0125	-0.00218	0.00701	0.00187	-0.01249	-0.00055	-0.02859	-0.00619	-0.00329	-0.00653	-0.00967	-0.00018	0.01789	-0.00903	-0.00083	-0.01011	-0.01116
YBR191W	RPL21A	protein_biosynthesis_	structural_protein_of_ribosome_	None	None	-0.01272	-0.0147	-0.00109	0.00938	0.0007	-0.00794	-0.0042	-0.02906	-0.01234	0.00127	-0.00496	-0.00713	-0.00296	0.02074	-0.0066	0.01542	-0.01929	-0.01329
YBR193C	MED8	transcription_from_Pol_II_promoter_	RNA_polymerase_II_transcription_mediator_	None	None	-0.0114	-0.01905	0.00713	0.02199	-0.00649	-0.00022	-0.00919	-0.0171	-0.02614	0.01068	-0.0087	-0.0183	0.00755	0.00996	0.01808	-0.00253	-0.00827	0.00495
YBR196C	PGI1	glycolysis*_	glucose-6-phosphate_isomerase_	None	None	-0.0082	-0.00509	0.00272	-0.02623	-0.00818	-0.0076	0.03429	0.00973	0.02605	0.01111	-0.0071	-0.00349	0.02533	-0.0082	-0.00646	-0.00231	0.01074	-0.00967
YBR197C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01274	-0.01079	-0.00178	-0.00866	0.00365	0.00238	0.00171	-0.01504	-0.00302	0.00314	0.01588	-0.0126	0.00266	0.02487	-0.00774	-0.01172	0.0131	0.0103
YBR198C	TAF90	transcription_initiation_from_Pol_II_promoter*_	general_RNA_polymerase_II_transcription_factor_	None	None	-0.0105	-0.01157	0.0064	-0.00848	-0.02554	-0.00993	0.02244	0.02295	0.01778	0.01441	0.00137	-0.03059	0.01933	0.00626	0.00029	-0.01249	-0.00395	0.00527
YBR199W	KTR4	N-linked_glycosylation_	mannosyltransferase_	None	None	-0.00636	-0.01401	-0.00821	0.01061	0.014	0.03572	0.0134	-0.0056	-0.00533	0.01148	0.01517	-0.00871	-0.02543	0.00997	-0.02758	0.00374	0.01864	0.0015
YBR200W	BEM1	biological_process_unknown_	molecular_function_unknown_	G2/M	None	-0.00765	-0.00661	-0.00217	0.00184	0.0088	-0.01067	0.00265	-0.00203	-0.00812	0.01512	-0.01717	-0.02143	0.0077	0.00626	0.01174	-0.02366	-0.00808	-0.01036
YBR205W	KTR3	cell_wall_organization_and_biogenesis*_	mannosyltransferase_	None	None	-0.01033	-0.00771	0.00296	-0.01347	-0.00043	-0.00092	-0.00418	-0.01428	-0.01411	0.00713	0.00935	-0.00376	-0.00337	0.00971	-0.00595	-0.00234	0.00775	-0.00306
YBR207W	FTH1	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01818	-0.02075	0.00893	0.00572	0.01569	-0.02983	0.00541	-0.03973	0.02032	-0.00101	-0.0106	-0.00941	0.00165	0.00117	0.00441	0.00406	-0.01201	0.01113
YBR210W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01228	-0.01318	-0.00035	0.00549	-0.02316	0.00518	-0.01036	0.00785	-0.00474	-0.00747	-0.0133	-0.00908	0.00344	0.01032	0.00729	0.00423	-0.02229	0.00143
YBR212W	NGR1	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01	-0.01046	0.00948	0.00767	0.00194	-0.0073	-0.01105	-0.0209	-0.00134	-0.0044	0.00445	-0.02007	-0.00953	0.00393	0.00437	0.01328	-0.01237	-0.01599
YBR214W	SDS24	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00608	-0.01082	0.0052	0.02675	0.01754	0.0402	-0.01137	-0.00635	0.00881	0.0141	0.00525	-0.01612	-0.00273	0.01398	0.00157	0.00402	-0.02087	-0.01644
YBR216C	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.00018	-0.02017	0.00295	0.04406	0.02087	0.04413	0.01895	-0.01225	0.01655	-0.01172	0.01685	-0.02196	-0.01952	-0.00882	0.01315	0.01668	-0.00608	-0.00771
YBR218C	PYC2	gluconeogenesis*_	pyruvate_carboxylase_	None	None	-0.00582	-0.00607	0.02163	0.00461	-0.00526	0.00353	-0.01025	-0.02227	0.01	0.00525	0.0102	-0.0094	0.01797	-0.00629	-0.00933	-0.00439	0.00403	-0.02436
YBR219C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.02434	-0.02606	0.02336	-0.01727	-0.0051	0.00666	0.00383	-0.02894	-0.06015	0.04244	0.02191	0.01366	-0.0179	0.02387	0.00384	0.00957	0.01478	0.06349
YBR220C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01376	-0.00632	0.00441	-0.01019	-0.01262	-0.00183	-0.00876	0.02152	0.01067	-0.00048	0.03218	0.00624	0.01099	0.00503	0.00894	-0.0233	-0.00076	0.00557
YBR221C	PDB1	biological_process_unknown_	pyruvate_dehydrogenase_(lipoamide)_	None	None	-0.01327	-0.01003	0.00549	-0.00779	0.01902	-0.01699	-0.00333	-0.03255	-0.00056	0.01053	-0.00516	-0.00106	0.00379	0.00043	-0.00219	-0.0029	0.00462	-0.00525
YBR222C	FAT2	lipid_transport_	plasma_membrane_long-chain_fatty_acid_transporter_	None	None	-0.00941	-0.01124	-0.00541	-0.00733	0.00064	-0.00851	-0.00025	-0.01707	-0.00403	0.00735	0.00424	-0.0143	-0.00322	0.00675	0.01197	-0.01549	0.00894	-0.00713
YBR224W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01071	-0.00625	-0.00028	-0.00686	-0.00015	0.00612	-0.00745	-0.00738	0.00017	-0.01381	-0.00525	0.00457	0.00552	0.0122	0.01803	-0.00624	-0.01785	-0.00538
YBR226C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00929	-0.00384	-0.01517	-0.00377	0.00363	0.00183	-0.00138	0.01229	-0.01066	-0.00243	-0.00107	0.00034	0.01616	0.00973	-0.01023	0.00655	0.00511	-0.01103
YBR229C	ROT2	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01075	-0.00893	0.00289	0.00229	0.01263	-0.01382	-0.01098	-0.01635	0.00713	0.0042	-0.00023	-0.02129	0.01395	0.00641	-0.01888	-0.00178	0.01237	-0.00965
YBR230C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00796	-0.01024	-0.00157	-0.00439	0.01107	0.03169	-0.02178	0.00357	0.00772	0.03131	-0.03011	0.00076	-0.00126	0.02668	-0.01381	-0.00619	-0.02014	-0.01198
YBR234C	ARC40	actin_filament_organization_	structural_protein_of_cytoskeleton_	None	None	-0.00812	-0.00515	0.00895	0.00392	-0.00562	0.00148	-0.00863	-0.01258	-0.0052	-0.00609	0.01632	0.00564	0.00881	-0.00958	0.00433	-0.00265	-0.00121	-0.02024
YBR236C	ABD1	mRNA_capping_	mRNA_(guanine-N7)-methyltransferase_	None	None	-0.00704	-0.00703	0.00656	0.01152	-0.01421	-0.01003	-0.00892	-0.02066	-0.01365	0.00116	0.01017	-0.01991	0.00344	-0.0114	0.00767	-0.01013	-0.01009	-0.03359
YBR238C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01281	0.00424	0.0104	0.01024	0.00001	-0.01149	0.00571	-0.00767	-0.04883	-0.02009	0.01459	0.00186	0.02436	-0.01687	0.02086	0.03167	-0.0144	-0.02636
YBR242W	None	biological_process_unknown_	molecular_function_unknown_	G2/M	None	-0.00226	-0.01207	-0.0162	0.01301	-0.02093	0.02266	0.00056	0.00005	-0.02131	-0.0124	0.01111	-0.01343	-0.00238	-0.00877	0.02221	-0.00589	-0.00659	-0.02146
YBR243C	ALG7	N-linked_glycosylation_	UDP-N-acetylglucosamine--dolichyl-phosphate_N-acetylglucosamine-1-phosphate_transferase_	S/G2	None	-0.00985	-0.01114	-0.00717	-0.00921	0.00882	-0.01897	-0.01172	-0.03122	0.01505	-0.00964	0.00805	-0.00459	-0.00714	-0.0111	0.01008	-0.00076	0.00807	-0.00406
YBR247C	ENP1	protein_glycosylation_	molecular_function_unknown_	None	None	-0.01503	-0.01024	-0.00184	0.00426	0.00235	-0.02682	-0.01104	-0.01454	-0.01408	-0.00851	0.0048	0.01007	-0.008	0.00009	-0.00281	-0.0001	0.00591	-0.00119
YBR248C	HIS7	histidine_biosynthesis_	imidazoleglycerol-phosphate_synthase_	None	None	-0.00794	-0.01217	-0.01123	0.00323	0.01161	0.01361	-0.00074	0.0012	-0.01157	0.01012	0.00029	-0.01363	0.00059	0.00861	-0.00425	-0.00313	0.00791	-0.00864
YBR249C	ARO4	biological_process_unknown_	2-dehydro-3-deoxyphosphoheptonate_aldolase_	None	None	-0.01631	-0.0109	0.00485	-0.00224	0.0112	-0.01236	-0.00958	-0.00826	-0.00184	0.00413	-0.00032	0.01326	-0.00814	0.00956	-0.01228	0.0083	0.00223	-0.00897
YBR252W	DUT1	biological_process_unknown_	dUTP_pyrophosphatase_	None	None	-0.011	-0.01174	-0.0071	-0.02483	-0.01165	0.0092	0.00783	-0.00194	-0.01764	0.00384	-0.01102	-0.00621	0.00575	0.0054	0.00779	-0.00014	0.00849	0.02117
YBR256C	RIB5	biological_process_unknown_	riboflavin_synthase_	S/G2	None	-0.0101	-0.00709	-0.01649	-0.02277	0.01036	0.01198	0.00608	0.0126	-0.0053	0.02264	-0.02034	-0.00273	0.00285	0.01646	0.01609	0.00176	-0.00852	-0.00496
YBR263W	SHM1	biological_process_unknown_	glycine_hydroxymethyltransferase_	None	None	-0.01357	-0.01919	0.00868	0.01606	-0.00793	-0.00611	0.00875	0.00469	0.00153	0.00935	0.00153	0.00319	0.00416	0.01883	-0.01234	0.00796	-0.0053	-0.00628
YBR264C	YPT10	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00456	-0.01298	0.01374	0.01869	-0.01996	0.01423	0.00669	0.00419	-0.01359	-0.00461	-0.00768	-0.01366	-0.01175	-0.00263	-0.00508	-0.00907	-0.02166	-0.01244
YBR265W	TSC10	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01038	-0.01329	0.00422	0.01136	0.00122	-0.00759	0.00731	-0.00491	0.01186	-0.00448	0.01156	0.02481	0.00033	-0.0002	-0.01383	-0.01888	-0.01053	-0.00565
YBR268W	MRPL37	protein_biosynthesis_	structural_protein_of_ribosome_	None	None	-0.01197	-0.008	-0.00489	-0.00673	0.00024	-0.00177	-0.0091	0.00542	-0.00528	-0.00853	-0.01126	0.00127	-0.00603	-0.00423	0.00807	-0.01463	0.00174	0.0042
YBR269C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01315	-0.01202	0.00059	0.00958	0.01879	0.00296	-0.0099	-0.01796	0.00606	0.01458	0.00531	0.01902	-0.00491	-0.00301	0.00132	-0.00057	0.00455	-0.00479
YBR274W	CHK1	cell_cycle_	molecular_function_unknown_	None	None	-0.00702	-0.00403	0.00001	-0.00361	0.01937	0.00091	-0.00109	-0.00587	-0.00911	-0.00878	-0.00123	0.00908	0.00283	-0.00449	0.0266	-0.01135	-0.00309	-0.01424
YBR276C	PPS1	biological_process_unknown_	protein_tyrosine_phosphatase_	None	None	-0.01232	-0.00837	0.01469	-0.018	0.01528	0.00413	-0.01046	-0.00615	-0.0144	0.00206	0.02404	0.00496	-0.00732	-0.00233	0.01037	-0.02398	-0.00484	-0.00114
YBR279W	PAF1	transcription_	molecular_function_unknown_	None	None	-0.01264	-0.02012	0.00998	0.02974	-0.00794	-0.00839	-0.00009	-0.00635	0.00179	0.01026	0.01478	0.00943	0.00551	0.00923	-0.01497	0.00123	-0.00123	-0.00445
YBR281C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01059	-0.01644	0.02274	0.01655	-0.01679	-0.01017	-0.00345	-0.00803	0.01291	0.01185	-0.0054	-0.00159	0.0137	-0.00153	0.00955	-0.0016	-0.00155	-0.00933
YBR283C	SSH1	co-translational_membrane_targeting_	protein_transporter_	None	None	-0.01137	-0.01318	0.00728	0.00537	0.00729	-0.00475	0.01441	0.00317	0.00096	0.00072	-0.00058	0.01914	0.00195	0.00468	0.00052	0.00292	-0.0039	0.0001
YBR286W	APE3	vacuolar_protein_degradation_	aminopeptidase_	None	None	-0.0102	-0.00377	0.0002	-0.00468	-0.00599	-0.00048	-0.01165	-0.02377	-0.0131	0.00878	0.01419	-0.01622	-0.00107	-0.01068	0.00312	-0.00087	-0.0121	-0.04082
YBR287W	None	biological_process_unknown_	molecular_function_unknown_	G2/M	None	-0.01273	-0.01362	0.01202	0.03138	0.01793	0.00976	0.01172	0.00039	0.01076	0.01446	0.0036	0.00868	0.00884	-0.00034	0.00175	0.0127	-0.00951	-0.00498
YBR288C	APM3	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00322	-0.00597	0.00784	0.00821	-0.01103	0.00518	-0.00046	0.01343	-0.01827	-0.00253	0.00857	0.00127	-0.00918	-0.00532	-0.01572	-0.01081	0.003	-0.0329
YBR292C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01037	-0.01144	-0.00303	0.00389	-0.01675	0.00896	0.00169	-0.00315	-0.00456	0.00675	-0.00543	0.00089	-0.00252	-0.01915	0.0037	-0.00316	-0.00232	0.00509
YBR293W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.0131	-0.01211	-0.00781	0.00455	-0.0032	0.00528	-0.00962	-0.00495	-0.01129	-0.00138	0.01486	0.00845	0.00098	-0.00689	0.01616	0.00297	0.00543	0.00737
YBR294W	SUL1	transport_	molecular_function_unknown_	None	None	-0.01315	-0.01362	0.0002	0	-0.00341	0.01072	0.00517	-0.00857	-0.0295	0.01697	0.00817	0.0025	-0.0195	0.00429	0.01181	0.00224	-0.00277	0.01005
YBR295W	PCA1	biological_process_unknown_	hydrogen/potassium-exchanging_ATPase_	None	None	-0.01559	-0.00722	0.00227	0.00006	-0.00003	-0.00951	-0.00239	-0.02372	-0.00237	-0.00194	0.01664	0.00373	-0.01626	-0.00255	0.02713	-0.0072	0.00594	-0.00187
YBR296C	PHO89	phosphate_metabolism_	molecular_function_unknown_	M/G1	None	-0.02954	-0.04824	0.04537	0.04764	0.21688	-0.01446	-0.01683	0.14452	-0.06674	0.11863	-0.05411	-0.14001	-0.08574	-0.09936	0.18933	-0.1257	0.11742	0.0984
YBR299W	MAL32	biological_process_unknown_	alpha-glucosidase_	None	None	-0.01487	-0.01177	0.00071	-0.00096	0.01027	0.00166	-0.01703	-0.00595	-0.01303	0.01712	0.01389	0.02746	0.00746	-0.00996	0.00206	-0.01546	-0.01342	-0.00092
YBR301W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01034	-0.00642	-0.0011	-0.00674	0.01527	0.00483	-0.00653	-0.00466	-0.01381	0.00971	0.01121	0.01529	-0.00316	-0.00965	-0.00023	-0.01268	0.00167	-0.00481
YCL005W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01177	-0.01381	0.00582	0.0153	-0.00445	-0.00237	0.01221	-0.00829	0.01083	0.00219	0.02129	0.00667	0.00424	-0.00965	0.00686	0.00593	-0.01348	-0.00754
YCL007C	CWH36	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01066	-0.01909	0.00561	0.01935	-0.02186	0.00299	0.00402	0.00229	0.00147	0.00418	-0.01084	0.00215	0.00977	0.00307	-0.00044	-0.00496	-0.01458	0.00521
YCL009C	ILV6	biological_process_unknown_	acetolactate_synthase_	None	None	-0.01306	-0.01622	0.0132	0.00817	-0.01008	-0.007	0.0045	-0.0046	0.00371	0.00915	-0.00076	0.0006	0.00923	0.00697	0.00153	0.02101	-0.00751	-0.00514
YCL010C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00417	-0.00968	0.01269	0.00069	-0.01353	0.00497	0.00822	0.01771	-0.01857	0.01338	-0.00301	-0.00689	-0.0038	-0.00837	-0.01147	-0.01534	-0.00007	-0.01624
YCL011C	GBP2	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00958	-0.01893	0.01378	0.0262	0.01637	-0.00467	0.01288	-0.00754	0.00809	0.00344	0.01165	0.00473	-0.00032	0.00342	-0.00424	0.01665	-0.01115	-0.01197
YCL018W	LEU2	biological_process_unknown_	3-isopropylmalate_dehydrogenase_	None	None	-0.00925	-0.00278	-0.00387	-0.0066	0.01447	0.02576	-0.01782	-0.0069	-0.00528	0.01761	0.00423	0.01693	-0.00537	-0.00454	0.0025	-0.00443	-0.00831	-0.01682
YCL020W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.02878	-0.01815	0.04233	0.03629	-0.03285	-0.00099	-0.01404	-0.0563	-0.01696	0.01272	-0.01365	-0.04247	0.04018	0.04508	0.01437	-0.00201	0.02979	-0.0015
YCL022C	None	biological_process_unknown_	molecular_function_unknown_	G1	None	-0.01202	-0.00683	0.03638	-0.01416	0.02102	-0.0017	-0.04048	-0.01501	-0.01042	0.03052	-0.01594	-0.01996	0.01075	-0.02097	-0.00684	0.00135	-0.02918	-0.01357
YCL025C	AGP1	transport_	amino_acid_permease_	S/G2	None	-0.00782	-0.01205	-0.00164	-0.01357	0.01259	0.0122	0.01511	-0.01049	-0.01541	0.0185	0.0066	-0.00234	0.00906	-0.00473	0.00661	0.00872	0.00052	0.00179
YCL028W	RNQ1	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00962	-0.01608	0.01332	0.00579	0.00099	-0.00892	0.00666	-0.00144	0.00173	-0.00095	0.00245	0.00566	0.01022	0.0085	-0.00063	0.00956	-0.00885	-0.00478
YCL030C	HIS4	histidine_biosynthesis_	histidinol_dehydrogenase*_	None	None	-0.01024	-0.02353	0.02093	0.02615	0.01812	0.00104	0.02233	-0.00616	0.00371	0.02599	0.00446	-0.01835	-0.00085	0.04161	-0.00012	0.0164	-0.01908	-0.02007
YCL031C	RRP7	35S_primary_transcript_processing*_	molecular_function_unknown_	None	None	-0.00768	-0.00997	0.00858	0.01539	-0.01794	-0.01044	0.00134	0.0046	-0.01941	0.00347	-0.00135	-0.00464	0.00271	-0.00522	-0.02057	-0.0236	0.01017	-0.01925
YCL033C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00339	-0.00559	0.01752	0.0039	-0.01051	0.00922	0.01232	0.00084	-0.00968	0.01394	0.02051	0.00566	-0.0034	-0.00747	-0.00915	-0.01262	0.00062	-0.03127
YCL034W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00945	-0.0173	0.01315	0.01322	-0.02672	-0.00176	-0.00292	0.00443	0.00849	0.0107	0.00844	-0.00921	0.01509	0.00171	0.01954	0.02089	-0.02625	-0.00684
YCL035C	GRX1	oxidative_stress_response_	glutaredoxin_	None	None	-0.00368	-0.00973	0.01658	0.00672	-0.01158	0.01523	0.00518	0.0004	-0.01254	0.01615	-0.00021	0.00158	-0.0032	-0.01134	-0.00755	-0.00851	-0.00101	-0.02633
